,rec_id,obc_timestamp,lap_obc_timestamp,dist,lap_dist,gps_utctime,gps_latitude,gps_longitude,gps_speed,lfm_temperature,lfm_integratedcorrflow,lfm_instantflow,lap_lfm_integratedcorrflow,gfs_gasflow,gfs_gastemp,gfs_netgasvolume,lap_gfs_netgasvolume,jm3_netjoule,lap_jm3_netjoule,jm3_voltage,jm3_current,message_id,volt_voltage,volt_difference,lap_lap,start_lap,finish_lap
9468,9468,1716537337.97,0.0,6176.337733715138,0.0,07.55.36,43.7706598,-0.040532,7.6,22.1,15.6318,5.4531,0.0,,,,,25264.986,0.0,16308.0,2265.0,510_202405_24_0739_54_0009433,,,4,1,0
9469,9469,1716537338.07,0.0999999046325683,6179.175947227228,2.8382135120900784,07.55.37,43.770681817,-0.040549883,10.6,22.1,15.6408,5.3541,0.0090000000000003,,,,,25264.986,0.0,16308.0,2265.0,510_202405_24_0739_54_0009434,,,4,1,0
9470,9470,1716537338.17,0.2000000476837158,6179.175947227228,2.8382135120900784,07.55.37,43.770681817,-0.040549883,10.6,22.1,15.6495,5.2551,0.0176999999999996,,,,,25272.657,7.6709999999984575,16301.0,2360.0,510_202405_24_0739_54_0009435,,,4,1,0
9471,9471,1716537338.27,0.2999999523162842,6179.175947227228,2.8382135120900784,07.55.37,43.770681817,-0.040549883,10.6,22.1,15.6586,5.4531,0.0267999999999997,,,,,25272.657,7.6709999999984575,16301.0,2360.0,510_202405_24_0739_54_0009436,,,4,1,0
9472,9472,1716537338.37,0.3999998569488525,6179.175947227228,2.8382135120900784,07.55.37,43.770681817,-0.040549883,10.6,22.1,15.6665,4.759,0.034699999999999,,,,,25279.458,14.471999999997934,16317.0,2091.0,510_202405_24_0739_54_0009437,,,4,1,0
9473,9473,1716537338.47,0.5,6179.175947227228,2.8382135120900784,07.55.37,43.770681817,-0.040549883,10.6,22.1,15.6758,5.5521,0.0440000000000004,,,,,25279.458,14.471999999997934,16317.0,2091.0,510_202405_24_0739_54_0009438,,,4,1,0
9474,9474,1716537338.57,0.5999999046325684,6179.175947227228,2.8382135120900784,07.55.37,43.770681817,-0.040549883,10.6,22.1,15.6849,5.4537,0.0531000000000005,,,,,25286.882,21.89600000000064,16307.0,2288.0,510_202405_24_0739_54_0009439,,,4,1,0
9475,9475,1716537338.67,0.7000000476837158,6179.175947227228,2.8382135120900784,07.55.37,43.770681817,-0.040549883,10.6,22.1,15.6941,5.5521,0.0623000000000004,,,,,25286.882,21.89600000000064,16307.0,2288.0,510_202405_24_0739_54_0009440,,,4,1,0
9476,9476,1716537338.77,0.7999999523162842,6179.175947227228,2.8382135120900784,07.55.37,43.770681817,-0.040549883,10.6,22.1,15.7039,5.8496,0.0721000000000007,,,,,25294.627,29.64099999999962,16302.0,2380.0,510_202405_24_0739_54_0009441,,,4,1,0
9477,9477,1716537338.87,0.8999998569488525,6179.175947227228,2.8382135120900784,07.55.37,43.770681817,-0.040549883,10.6,22.1,15.713,5.4531,0.081199999999999,,,,,25294.627,29.64099999999962,16302.0,2380.0,510_202405_24_0739_54_0009442,,,4,1,0
9478,9478,1716537338.97,1.0,6179.175947227228,2.8382135120900784,07.55.37,43.770681817,-0.040549883,10.6,22.1,15.7219,5.3541,0.0900999999999996,,,,,25301.378,36.39199999999983,16317.0,2072.0,510_202405_24_0739_54_0009443,,,4,1,0
9479,9479,1716537339.07,1.0999999046325684,6182.792332322857,6.454598607719163,07.55.38,43.770709383,-0.040573783,12.9,22.1,15.7316,5.8496,0.0998000000000001,,,,,25301.378,36.39199999999983,16317.0,2072.0,510_202405_24_0739_54_0009444,,,4,1,0
9480,9480,1716537339.17,1.2000000476837158,6182.792332322857,6.454598607719163,07.55.38,43.770709383,-0.040573783,12.9,22.1,15.7407,5.4531,0.1089000000000002,,,,,25308.335,43.34899999999834,16315.0,2135.0,510_202405_24_0739_54_0009445,,,4,1,0
9481,9481,1716537339.27,1.2999999523162842,6182.792332322857,6.454598607719163,07.55.38,43.770709383,-0.040573783,12.9,22.1,15.7508,6.0482,0.1189999999999997,,,,,25308.335,43.34899999999834,16315.0,2135.0,510_202405_24_0739_54_0009446,,,4,1,0
9482,9482,1716537339.37,1.3999998569488523,6182.792332322857,6.454598607719163,07.55.38,43.770709383,-0.040573783,12.9,22.1,15.7602,5.6517,0.1283999999999991,,,,,25316.288,51.30199999999968,16303.0,2445.0,510_202405_24_0739_54_0009447,,,4,1,0
9483,9483,1716537339.47,1.5,6182.792332322857,6.454598607719163,07.55.38,43.770709383,-0.040573783,12.9,22.1,15.7698,5.6937,0.1379999999999999,,,,,25316.288,51.30199999999968,16303.0,2445.0,510_202405_24_0739_54_0009448,,,4,1,0
9484,9484,1716537339.57,1.5999999046325684,6182.792332322857,6.454598607719163,07.55.38,43.770709383,-0.040573783,12.9,22.1,15.7787,5.4082,0.1469000000000004,,,,,25323.348,58.36200000000099,16313.0,2179.0,510_202405_24_0739_54_0009449,,,4,1,0
9485,9485,1716537339.67,1.7000000476837158,6182.792332322857,6.454598607719163,07.55.38,43.770709383,-0.040573783,12.9,22.1,15.7882,5.6517,0.1563999999999996,,,,,25323.348,58.36200000000099,16313.0,2179.0,510_202405_24_0739_54_0009450,,,4,1,0
9486,9486,1716537339.77,1.7999999523162842,6182.792332322857,6.454598607719163,07.55.38,43.770709383,-0.040573783,12.9,22.1,15.7966,5.0566,0.1647999999999996,,,,,25330.172,65.18599999999788,16316.0,2090.0,510_202405_24_0739_54_0009451,,,4,1,0
9487,9487,1716537339.87,1.8999998569488523,6182.792332322857,6.454598607719163,07.55.38,43.770709383,-0.040573783,12.9,22.1,15.8055,5.3535,0.1737000000000002,,,,,25330.172,65.18599999999788,16316.0,2090.0,510_202405_24_0739_54_0009452,,,4,1,0
9488,9488,1716537339.97,2.0,6182.792332322857,6.454598607719163,07.55.38,43.770709383,-0.040573783,12.9,22.1,15.8143,5.2551,0.1824999999999992,,,,,25337.709,72.72299999999814,16306.0,2317.0,510_202405_24_0739_54_0009453,,,4,1,0
9489,9489,1716537340.07,2.0999999046325684,6186.600280816882,10.26254710174453,07.55.39,43.770738683,-0.040598333,14.0,22.1,15.8237,5.6517,0.1919000000000004,,,,,25337.709,72.72299999999814,16306.0,2317.0,510_202405_24_0739_54_0009454,,,4,1,0
9490,9490,1716537340.17,2.200000047683716,6186.600280816882,10.26254710174453,07.55.39,43.770738683,-0.040598333,14.0,22.1,15.8328,5.4531,0.2010000000000005,,,,,25345.265,80.27899999999863,16307.0,2323.0,510_202405_24_0739_54_0009455,,,4,1,0
9491,9491,1716537340.27,2.299999952316284,6186.600280816882,10.26254710174453,07.55.39,43.770738683,-0.040598333,14.0,22.1,15.8422,5.5957,0.2103999999999999,,,,,25345.265,80.27899999999863,16307.0,2323.0,510_202405_24_0739_54_0009456,,,4,1,0
9492,9492,1716537340.37,2.3999998569488525,6186.600280816882,10.26254710174453,07.55.39,43.770738683,-0.040598333,14.0,22.1,15.851,5.3076,0.2192000000000007,,,,,25352.847,87.86100000000079,16306.0,2327.0,510_202405_24_0739_54_0009457,,,4,1,0
9493,9493,1716537340.47,2.5,6186.600280816882,10.26254710174453,07.55.39,43.770738683,-0.040598333,14.0,22.1,15.86,5.4537,0.2281999999999993,,,,,25352.847,87.86100000000079,16306.0,2327.0,510_202405_24_0739_54_0009458,,,4,1,0
9494,9494,1716537340.57,2.5999999046325684,6186.600280816882,10.26254710174453,07.55.39,43.770738683,-0.040598333,14.0,22.1,15.8701,6.0476,0.2383000000000006,,,,,25359.599,94.61299999999756,16317.0,2077.0,510_202405_24_0739_54_0009459,,,4,1,0
9495,9495,1716537340.67,2.700000047683716,6186.600280816882,10.26254710174453,07.55.39,43.770738683,-0.040598333,14.0,22.1,15.8797,5.7507,0.2478999999999995,,,,,25359.599,94.61299999999756,16317.0,2077.0,510_202405_24_0739_54_0009460,,,4,1,0
9496,9496,1716537340.77,2.799999952316284,6186.600280816882,10.26254710174453,07.55.39,43.770738683,-0.040598333,14.0,22.1,15.8888,5.4537,0.2569999999999997,,,,,25366.818,101.83199999999852,16312.0,2217.0,510_202405_24_0739_54_0009461,,,4,1,0
9497,9497,1716537340.87,2.8999998569488525,6186.600280816882,10.26254710174453,07.55.39,43.770738683,-0.040598333,14.0,22.1,15.8984,5.7507,0.2666000000000004,,,,,25366.818,101.83199999999852,16312.0,2217.0,510_202405_24_0739_54_0009462,,,4,1,0
9498,9498,1716537340.97,3.0,6186.600280816882,10.26254710174453,07.55.39,43.770738683,-0.040598333,14.0,22.1,15.908,5.7507,0.2761999999999993,,,,,25374.062,109.07600000000092,16310.0,2227.0,510_202405_24_0739_54_0009463,,,4,1,0
9499,9499,1716537341.07,3.0999999046325684,6190.860424000598,14.522690285460158,07.55.40,43.770770867,-0.040627117,14.9,22.1,15.9171,5.3991,0.2852999999999994,,,,,25374.062,109.07600000000092,16310.0,2227.0,510_202405_24_0739_54_0009464,,,4,1,0
9500,9500,1716537341.17,3.200000047683716,6190.860424000598,14.522690285460158,07.55.40,43.770770867,-0.040627117,14.9,22.1,15.9263,5.6088,0.2944999999999993,,,,,25381.659,116.67299999999886,16307.0,2338.0,510_202405_24_0739_54_0009465,,,4,1,0
9501,9501,1716537341.27,3.299999952316284,6190.860424000598,14.522690285460158,07.55.40,43.770770867,-0.040627117,14.9,22.1,15.9361,5.8502,0.3042999999999995,,,,,25381.659,116.67299999999886,16307.0,2338.0,510_202405_24_0739_54_0009466,,,4,1,0
9502,9502,1716537341.37,3.3999998569488525,6190.860424000598,14.522690285460158,07.55.40,43.770770867,-0.040627117,14.9,22.1,15.9456,5.7507,0.3138000000000005,,,,,25389.296,124.30999999999769,16306.0,2349.0,510_202405_24_0739_54_0009467,,,4,1,0
9503,9503,1716537341.47,3.5,6190.860424000598,14.522690285460158,07.55.40,43.770770867,-0.040627117,14.9,22.1,15.9531,4.4609,0.321299999999999,,,,,25389.296,124.30999999999769,16306.0,2349.0,510_202405_24_0739_54_0009468,,,4,1,0
9504,9504,1716537341.57,3.5999999046325684,6190.860424000598,14.522690285460158,07.55.40,43.770770867,-0.040627117,14.9,22.1,15.9628,5.8502,0.3309999999999995,,,,,25396.324,131.33799999999974,16313.0,2159.0,510_202405_24_0739_54_0009469,,,4,1,0
9505,9505,1716537341.67,3.700000047683716,6190.860424000598,14.522690285460158,07.55.40,43.770770867,-0.040627117,14.9,22.1,15.9718,5.3535,0.3399999999999998,,,,,25396.324,131.33799999999974,16313.0,2159.0,510_202405_24_0739_54_0009470,,,4,1,0
9506,9506,1716537341.77,3.799999952316284,6190.860424000598,14.522690285460158,07.55.40,43.770770867,-0.040627117,14.9,22.1,15.9805,5.2551,0.3486999999999991,,,,,25403.569,138.58299999999872,16310.0,2229.0,510_202405_24_0739_54_0009471,,,4,1,0
9507,9507,1716537341.87,3.899999856948853,6190.860424000598,14.522690285460158,07.55.40,43.770770867,-0.040627117,14.9,22.1,15.9805,5.2551,0.3486999999999991,,,,,25403.569,138.58299999999872,16310.0,2229.0,510_202405_24_0739_54_0009472,,,4,1,0
9508,9508,1716537341.97,4.0,6190.860424000598,14.522690285460158,07.55.40,43.770770867,-0.040627117,14.9,22.1,15.9805,5.2551,0.3486999999999991,,,,,25411.662,146.67599999999948,16297.0,2498.0,510_202405_24_0739_54_0009473,,,4,1,0
9509,9509,1716537342.07,4.099999904632568,6195.452505945405,19.11477223026759,07.55.41,43.770805517,-0.040658233,15.8,22.1,15.9805,5.2551,0.3486999999999991,,,,,25411.662,146.67599999999948,16297.0,2498.0,510_202405_24_0739_54_0009474,,,4,1,0
9510,9510,1716537342.17,4.200000047683716,6195.452505945405,19.11477223026759,07.55.41,43.770805517,-0.040658233,15.8,22.1,16.0195,6.1843,0.3877000000000006,,,,,25419.645,154.65899999999965,16298.0,2451.0,510_202405_24_0739_54_0009475,,,4,1,0
9511,9511,1716537342.27,4.299999952316284,6195.452505945405,19.11477223026759,07.55.41,43.770805517,-0.040658233,15.8,22.1,16.0294,6.0087,0.3975999999999988,,,,,25419.645,154.65899999999965,16298.0,2451.0,510_202405_24_0739_54_0009476,,,4,1,0
9512,9512,1716537342.37,4.3999998569488525,6195.452505945405,19.11477223026759,07.55.41,43.770805517,-0.040658233,15.8,22.1,16.0382,5.2551,0.4063999999999996,,,,,25426.841,161.85499999999956,16310.0,2213.0,510_202405_24_0739_54_0009477,,,4,1,0
9513,9513,1716537342.47,4.5,6195.452505945405,19.11477223026759,07.55.41,43.770805517,-0.040658233,15.8,22.1,16.0481,5.9486,0.4163000000000014,,,,,25426.841,161.85499999999956,16310.0,2213.0,510_202405_24_0739_54_0009478,,,4,1,0
9514,9514,1716537342.57,4.599999904632568,6195.452505945405,19.11477223026759,07.55.41,43.770805517,-0.040658233,15.8,22.1,16.0583,6.1478,0.426499999999999,,,,,25434.092,169.10599999999977,16309.0,2230.0,510_202405_24_0739_54_0009479,,,4,1,0
9515,9515,1716537342.67,4.700000047683716,6195.452505945405,19.11477223026759,07.55.41,43.770805517,-0.040658233,15.8,22.1,16.0676,5.5515,0.4357999999999986,,,,,25434.092,169.10599999999977,16309.0,2230.0,510_202405_24_0739_54_0009480,,,4,1,0
9516,9516,1716537342.77,4.799999952316284,6195.452505945405,19.11477223026759,07.55.41,43.770805517,-0.040658233,15.8,22.1,16.0764,5.2551,0.4445999999999994,,,,,25440.864,175.8780000000006,16317.0,2082.0,510_202405_24_0739_54_0009481,,,4,1,0
9517,9517,1716537342.87,4.8999998569488525,6195.452505945405,19.11477223026759,07.55.41,43.770805517,-0.040658233,15.8,22.1,16.0869,6.3457,0.4550999999999998,,,,,25440.864,175.8780000000006,16317.0,2082.0,510_202405_24_0739_54_0009482,,,4,1,0
9518,9518,1716537342.97,5.0,6195.452505945405,19.11477223026759,07.55.41,43.770805517,-0.040658233,15.8,22.1,16.0954,5.056,0.4636000000000013,,,,,25447.892,182.90599999999904,16312.0,2159.0,510_202405_24_0739_54_0009483,,,4,1,0
9519,9519,1716537343.07,5.099999904632568,6202.608399963156,26.270666248017733,07.55.42,43.770854917,-0.04071535,19.9,22.1,16.1041,5.2551,0.4722999999999988,,,,,25447.892,182.90599999999904,16312.0,2159.0,510_202405_24_0739_54_0009484,,,4,1,0
9520,9520,1716537343.17,5.200000047683716,6202.608399963156,26.270666248017733,07.55.42,43.770854917,-0.04071535,19.9,22.1,16.1135,5.6522,0.4816999999999982,,,,,25456.019,191.03299999999945,16301.0,2500.0,510_202405_24_0739_54_0009485,,,4,1,0
9521,9521,1716537343.27,5.299999952316284,6202.608399963156,26.270666248017733,07.55.42,43.770854917,-0.04071535,19.9,22.1,16.123,5.6511,0.4912000000000009,,,,,25456.019,191.03299999999945,16301.0,2500.0,510_202405_24_0739_54_0009486,,,4,1,0
9522,9522,1716537343.37,5.3999998569488525,6202.608399963156,26.270666248017733,07.55.42,43.770854917,-0.04071535,19.9,22.1,16.1319,5.3535,0.5001000000000015,,,,,25463.396,198.40999999999983,16308.0,2267.0,510_202405_24_0739_54_0009487,,,4,1,0
9523,9523,1716537343.47,5.5,6202.608399963156,26.270666248017733,07.55.42,43.770854917,-0.04071535,19.9,22.1,16.1415,5.7507,0.5097000000000005,,,,,25463.396,198.40999999999983,16308.0,2267.0,510_202405_24_0739_54_0009488,,,4,1,0
9524,9524,1716537343.57,5.599999904632568,6202.608399963156,26.270666248017733,07.55.42,43.770854917,-0.04071535,19.9,22.1,16.1515,6.0482,0.5196999999999985,,,,,25470.436,205.45000000000076,16315.0,2168.0,510_202405_24_0739_54_0009489,,,4,1,0
9525,9525,1716537343.67,5.700000047683716,6202.608399963156,26.270666248017733,07.55.42,43.770854917,-0.04071535,19.9,22.1,16.1593,4.66,0.5275000000000016,,,,,25470.436,205.45000000000076,16315.0,2168.0,510_202405_24_0739_54_0009490,,,4,1,0
9526,9526,1716537343.77,5.799999952316284,6202.608399963156,26.270666248017733,07.55.42,43.770854917,-0.04071535,19.9,22.1,16.1691,5.8502,0.5373000000000001,,,,,25477.171,212.18499999999767,16318.0,2069.0,510_202405_24_0739_54_0009491,,,4,1,0
9527,9527,1716537343.87,5.8999998569488525,6202.608399963156,26.270666248017733,07.55.42,43.770854917,-0.04071535,19.9,22.1,16.18,6.5437,0.5481999999999996,,,,,25477.171,212.18499999999767,16318.0,2069.0,510_202405_24_0739_54_0009492,,,4,1,0
9528,9528,1716537343.97,6.0,6202.608399963156,26.270666248017733,07.55.42,43.770854917,-0.04071535,19.9,22.1,16.1892,5.5515,0.5573999999999995,,,,,25484.071,219.08499999999916,16318.0,2116.0,510_202405_24_0739_54_0009493,,,4,1,0
9529,9529,1716537344.07,6.099999904632568,6208.481485634732,32.14375191959425,07.55.43,43.7708981,-0.040757467,21.3,22.1,16.1975,4.9576,0.5657000000000014,,,,,25484.071,219.08499999999916,16318.0,2116.0,510_202405_24_0739_54_0009494,,,4,1,0
9530,9530,1716537344.17,6.200000047683716,6208.481485634732,32.14375191959425,07.55.43,43.7708981,-0.040757467,21.3,22.1,16.2066,5.4531,0.5748000000000015,,,,,25491.565,226.5789999999979,16308.0,2303.0,510_202405_24_0739_54_0009495,,,4,1,0
9531,9531,1716537344.27,6.299999952316284,6208.481485634732,32.14375191959425,07.55.43,43.7708981,-0.040757467,21.3,22.1,16.2178,6.7429,0.5860000000000003,,,,,25491.565,226.5789999999979,16308.0,2303.0,510_202405_24_0739_54_0009496,,,4,1,0
9532,9532,1716537344.37,6.3999998569488525,6208.481485634732,32.14375191959425,07.55.43,43.7708981,-0.040757467,21.3,22.1,16.2271,5.5515,0.5952999999999999,,,,,25499.281,234.29499999999825,16304.0,2362.0,510_202405_24_0739_54_0009497,,,4,1,0
9533,9533,1716537344.47,6.5,6208.481485634732,32.14375191959425,07.55.43,43.7708981,-0.040757467,21.3,22.1,16.2357,5.1567,0.6039000000000012,,,,,25499.281,234.29499999999825,16304.0,2362.0,510_202405_24_0739_54_0009498,,,4,1,0
9534,9534,1716537344.57,6.599999904632568,6208.481485634732,32.14375191959425,07.55.43,43.7708981,-0.040757467,21.3,22.1,16.2447,5.4531,0.6129000000000016,,,,,25506.827,241.84100000000035,16305.0,2332.0,510_202405_24_0739_54_0009499,,,4,1,0
9535,9535,1716537344.67,6.700000047683716,6208.481485634732,32.14375191959425,07.55.43,43.7708981,-0.040757467,21.3,22.1,16.255,6.1478,0.6231999999999989,,,,,25506.827,241.84100000000035,16305.0,2332.0,510_202405_24_0739_54_0009500,,,4,1,0
9536,9536,1716537344.77,6.799999952316284,6208.481485634732,32.14375191959425,07.55.43,43.7708981,-0.040757467,21.3,22.1,16.2638,5.254,0.6319999999999997,,,,,25514.242,249.2559999999976,16307.0,2275.0,510_202405_24_0739_54_0009501,,,4,1,0
9537,9537,1716537344.87,6.8999998569488525,6208.481485634732,32.14375191959425,07.55.43,43.7708981,-0.040757467,21.3,22.1,16.271,4.3625,0.6392000000000007,,,,,25514.242,249.2559999999976,16307.0,2275.0,510_202405_24_0739_54_0009502,,,4,1,0
9538,9538,1716537344.97,7.0,6208.481485634732,32.14375191959425,07.55.43,43.7708981,-0.040757467,21.3,22.1,16.2804,5.6522,0.6486000000000001,,,,,25521.547,256.5609999999979,16309.0,2248.0,510_202405_24_0739_54_0009503,,,4,1,0
9539,9539,1716537345.07,7.099999904632568,6214.512443201392,38.17470948625396,07.55.44,43.770942083,-0.040801417,22.5,22.1,16.291,6.3457,0.6592000000000002,,,,,25521.547,256.5609999999979,16309.0,2248.0,510_202405_24_0739_54_0009504,,,4,1,0
9540,9540,1716537345.17,7.200000047683716,6214.512443201392,38.17470948625396,07.55.44,43.770942083,-0.040801417,22.5,22.1,16.3006,5.7507,0.6687999999999992,,,,,25528.785,263.79899999999907,16313.0,2219.0,510_202405_24_0739_54_0009505,,,4,1,0
9541,9541,1716537345.27,7.299999952316284,6214.512443201392,38.17470948625396,07.55.44,43.770942083,-0.040801417,22.5,22.1,16.3092,5.1556,0.6774000000000004,,,,,25528.785,263.79899999999907,16313.0,2219.0,510_202405_24_0739_54_0009506,,,4,1,0
9542,9542,1716537345.37,7.399999856948851,6214.512443201392,38.17470948625396,07.55.44,43.770942083,-0.040801417,22.5,22.1,16.3194,6.1466,0.6876000000000015,,,,,25535.753,270.7669999999998,16314.0,2145.0,510_202405_24_0739_54_0009507,,,4,1,0
9543,9543,1716537345.47,7.5,6214.512443201392,38.17470948625396,07.55.44,43.770942083,-0.040801417,22.5,22.1,16.3285,5.4531,0.6966999999999981,,,,,25535.753,270.7669999999998,16314.0,2145.0,510_202405_24_0739_54_0009508,,,4,1,0
9544,9544,1716537345.57,7.599999904632568,6214.512443201392,38.17470948625396,07.55.44,43.770942083,-0.040801417,22.5,22.1,16.3393,6.4453,0.7075000000000014,,,,,25543.317,278.3309999999983,16305.0,2332.0,510_202405_24_0739_54_0009509,,,4,1,0
9545,9545,1716537345.67,7.700000047683716,6214.512443201392,38.17470948625396,07.55.44,43.770942083,-0.040801417,22.5,22.1,16.3495,6.1478,0.7176999999999989,,,,,25543.317,278.3309999999983,16305.0,2332.0,510_202405_24_0739_54_0009510,,,4,1,0
9546,9546,1716537345.77,7.799999952316284,6214.512443201392,38.17470948625396,07.55.44,43.770942083,-0.040801417,22.5,22.1,16.3581,5.1556,0.7263000000000002,,,,,25550.856,285.869999999999,16308.0,2314.0,510_202405_24_0739_54_0009511,,,4,1,0
9547,9547,1716537345.87,7.899999856948851,6214.512443201392,38.17470948625396,07.55.44,43.770942083,-0.040801417,22.5,22.1,16.3697,6.9397,0.7379000000000016,,,,,25550.856,285.869999999999,16308.0,2314.0,510_202405_24_0739_54_0009512,,,4,1,0
9548,9548,1716537345.97,8.0,6214.512443201392,38.17470948625396,07.55.44,43.770942083,-0.040801417,22.5,22.1,16.3798,6.0482,0.7479999999999993,,,,,25558.238,293.2520000000004,16311.0,2271.0,510_202405_24_0739_54_0009513,,,4,1,0
9549,9549,1716537346.07,8.099999904632568,6221.047352891156,44.70961917601835,07.55.45,43.770989517,-0.040849467,23.7,22.1,16.3905,6.4453,0.7586999999999993,,,,,25558.238,293.2520000000004,16311.0,2271.0,510_202405_24_0739_54_0009514,,,4,1,0
9550,9550,1716537346.17,8.200000047683716,6221.047352891156,44.70961917601835,07.55.45,43.770989517,-0.040849467,23.7,22.1,16.4004,5.9486,0.7686000000000011,,,,,25565.729,300.7429999999986,16307.0,2304.0,510_202405_24_0739_54_0009515,,,4,1,0
9551,9551,1716537346.27,8.299999952316284,6221.047352891156,44.70961917601835,07.55.45,43.770989517,-0.040849467,23.7,22.1,16.4095,5.4531,0.7777000000000012,,,,,25565.729,300.7429999999986,16307.0,2304.0,510_202405_24_0739_54_0009516,,,4,1,0
9552,9552,1716537346.37,8.399999856948853,6221.047352891156,44.70961917601835,07.55.45,43.770989517,-0.040849467,23.7,22.1,16.4188,5.5527,0.7870000000000008,,,,,25573.314,308.3279999999977,16304.0,2330.0,510_202405_24_0739_54_0009517,,,4,1,0
9553,9553,1716537346.47,8.5,6221.047352891156,44.70961917601835,07.55.45,43.770989517,-0.040849467,23.7,22.1,16.4282,5.6511,0.7964000000000002,,,,,25573.314,308.3279999999977,16304.0,2330.0,510_202405_24_0739_54_0009518,,,4,1,0
9554,9554,1716537346.57,8.599999904632568,6221.047352891156,44.70961917601835,07.55.45,43.770989517,-0.040849467,23.7,22.1,16.4384,6.1478,0.8066000000000013,,,,,25580.825,315.83899999999994,16310.0,2308.0,510_202405_24_0739_54_0009519,,,4,1,0
9555,9555,1716537346.67,8.700000047683716,6221.047352891156,44.70961917601835,07.55.45,43.770989517,-0.040849467,23.7,22.1,16.4485,6.0482,0.8166999999999991,,,,,25580.825,315.83899999999994,16310.0,2308.0,510_202405_24_0739_54_0009520,,,4,1,0
9556,9556,1716537346.77,8.799999952316284,6221.047352891156,44.70961917601835,07.55.45,43.770989517,-0.040849467,23.7,22.1,16.4583,5.8502,0.8265000000000011,,,,,25588.316,323.3299999999981,16309.0,2306.0,510_202405_24_0739_54_0009521,,,4,1,0
9557,9557,1716537346.87,8.899999856948853,6221.047352891156,44.70961917601835,07.55.45,43.770989517,-0.040849467,23.7,22.1,16.4682,5.9486,0.8363999999999994,,,,,25588.316,323.3299999999981,16309.0,2306.0,510_202405_24_0739_54_0009522,,,4,1,0
9558,9558,1716537346.97,9.0,6221.047352891156,44.70961917601835,07.55.45,43.770989517,-0.040849467,23.7,22.1,16.4784,6.1466,0.8466000000000005,,,,,25595.76,330.7739999999976,16306.0,2288.0,510_202405_24_0739_54_0009523,,,4,1,0
9559,9559,1716537347.07,9.099999904632568,6228.132194460482,51.79446074534462,07.55.46,43.7710407,-0.040902017,24.9,22.1,16.4878,5.6522,0.8559999999999999,,,,,25595.76,330.7739999999976,16306.0,2288.0,510_202405_24_0739_54_0009524,,,4,1,0
9560,9560,1716537347.17,9.200000047683716,6228.132194460482,51.79446074534462,07.55.46,43.7710407,-0.040902017,24.9,22.1,16.4991,6.7417,0.8672999999999984,,,,,25603.219,338.2330000000002,16308.0,2287.0,510_202405_24_0739_54_0009525,,,4,1,0
9561,9561,1716537347.27,9.299999952316284,6228.132194460482,51.79446074534462,07.55.46,43.7710407,-0.040902017,24.9,22.1,16.5086,5.7507,0.8768000000000011,,,,,25603.219,338.2330000000002,16308.0,2287.0,510_202405_24_0739_54_0009526,,,4,1,0
9562,9562,1716537347.37,9.399999856948853,6228.132194460482,51.79446074534462,07.55.46,43.7710407,-0.040902017,24.9,22.1,16.5192,6.3457,0.8874000000000013,,,,,25610.961,345.97499999999854,16302.0,2381.0,510_202405_24_0739_54_0009527,,,4,1,0
9563,9563,1716537347.47,9.5,6228.132194460482,51.79446074534462,07.55.46,43.7710407,-0.040902017,24.9,22.1,16.5291,5.9486,0.8972999999999995,,,,,25610.961,345.97499999999854,16302.0,2381.0,510_202405_24_0739_54_0009528,,,4,1,0
9564,9564,1716537347.57,9.599999904632568,6228.132194460482,51.79446074534462,07.55.46,43.7710407,-0.040902017,24.9,22.1,16.5386,5.6522,0.9067999999999988,,,,,25618.351,353.364999999998,16309.0,2269.0,510_202405_24_0739_54_0009529,,,4,1,0
9565,9565,1716537347.67,9.700000047683716,6228.132194460482,51.79446074534462,07.55.46,43.7710407,-0.040902017,24.9,22.1,16.5486,6.0482,0.9168000000000004,,,,,25618.351,353.364999999998,16309.0,2269.0,510_202405_24_0739_54_0009530,,,4,1,0
9566,9566,1716537347.77,9.799999952316284,6228.132194460482,51.79446074534462,07.55.46,43.7710407,-0.040902017,24.9,22.1,16.5587,6.0482,0.9269000000000016,,,,,25625.787,360.8009999999995,16308.0,2289.0,510_202405_24_0739_54_0009531,,,4,1,0
9567,9567,1716537347.87,9.899999856948853,6228.132194460482,51.79446074534462,07.55.46,43.7710407,-0.040902017,24.9,22.1,16.5683,5.7507,0.9365000000000006,,,,,25625.787,360.8009999999995,16308.0,2289.0,510_202405_24_0739_54_0009532,,,4,1,0
9568,9568,1716537347.97,10.0,6228.132194460482,51.79446074534462,07.55.46,43.7710407,-0.040902017,24.9,22.1,16.5777,5.6511,0.9459,,,,,25633.428,368.4419999999991,16303.0,2353.0,510_202405_24_0739_54_0009533,,,4,1,0
9569,9569,1716537348.07,10.099999904632568,6235.321521247038,58.98378753189991,07.55.47,43.771092517,-0.040955567,26.0,22.1,16.5881,6.2462,0.9563000000000006,,,,,25633.428,368.4419999999991,16303.0,2353.0,510_202405_24_0739_54_0009534,,,4,1,0
9570,9570,1716537348.17,10.200000047683716,6235.321521247038,58.98378753189991,07.55.47,43.771092517,-0.040955567,26.0,22.1,16.5979,5.8502,0.9660999999999992,,,,,25640.889,375.9029999999984,16308.0,2294.0,510_202405_24_0739_54_0009535,,,4,1,0
