cumulative_distance_interp,x_interp,y_interp,radius_of_curvature_polyfit_interp
937.0,-3593.208216978888,4867342.379047801,36.23911153845638
938.0,-3593.1634649799275,4867341.383286665,39.30766790151078
939.0,-3593.0751026959438,4867340.387940635,5.031634478996404
940.0,-3592.9489870093253,4867339.39380917,4.114530517135254
941.0,-3592.790974802459,4867338.401691732,6.7222190887856
942.0,-3592.6069229577333,4867337.412387778,11.384981113819183
943.0,-3592.4026399639524,4867336.426707792,17.725826380533245
944.0,-3592.1785892553207,4867335.446679454,25.97441188998525
945.0,-3591.9251172461054,4867334.4766343385,37.48090805049159
946.0,-3591.6314439686194,4867333.521160525,56.36634130118462
947.0,-3591.2867894551737,4867332.584846094,98.61933037930191
948.0,-3590.881688931283,4867331.672031531,332.89411786757523
949.0,-3590.4172547148182,4867330.785066123,235.4054484289109
950.0,-3589.8996972303366,4867329.92533941,83.26186365931338
951.0,-3589.33525968432,4867329.094234759,48.85793186621057
952.0,-3588.730166470265,4867328.293112584,33.86425360831715
953.0,-3588.089663696803,4867327.522139629,25.767600582890907
954.0,-3587.417561862327,4867326.7797309635,20.96278479777986
955.0,-3586.7175569482097,4867326.064161927,17.9907269520085
956.0,-3585.9933449358177,4867325.373707859,16.136201593434212
957.0,-3585.248579102668,4867324.706624827,15.011135452907268
958.0,-3584.486076267341,4867324.060791491,14.395105205636789
959.0,-3583.707890536409,4867323.4337423565,14.15838045203629
960.0,-3582.9160481013705,4867322.822999341,14.223317389412058
961.0,-3582.112575153728,4867322.226084366,14.542944052632029
962.0,-3581.29949788498,4867321.6405193405,15.084808420270543
963.0,-3580.4788402712857,4867321.063830446,15.823575592618852
964.0,-3579.6506847498895,4867320.497279546,16.739258919652684
965.0,-3578.809615675612,4867319.952707271,17.81629028476788
966.0,-3577.9492509306674,4867319.443813827,19.043214559195278
967.0,-3577.063209544196,4867318.984297614,20.412941851252924
968.0,-3576.14778707282,4867318.583642041,21.923369339985825
969.0,-3575.2076763918635,4867318.238106446,23.57726523127863
970.0,-3574.249212872828,4867317.941363564,25.380690767514594
971.0,-3573.278731872168,4867317.68708612,27.34155012647282
972.0,-3572.3016868812488,4867317.468401222,29.468133314568774
973.0,-3571.3202725549077,4867317.276419705,31.76733865396823
974.0,-3570.335930952673,4867317.10178677,34.24240000115863
975.0,-3569.3501041297873,4867316.935147642,36.89297390571544
976.0,-3568.363923072036,4867316.769274842,39.72028561445264
977.0,-3567.3773628309937,4867316.604845896,42.730713376217196
978.0,-3566.390130013188,4867316.444374127,45.94111633104128
979.0,-3565.40193122515,4867316.290372867,49.38502581625966
980.0,-3564.4124730734075,4867316.14535544,53.1096958011139
981.0,-3563.421462164488,4867316.011835168,57.17412917338418
982.0,-3562.428639421103,4867315.892140119,61.649253326453625
983.0,-3561.434090272985,4867315.786738488,66.61902974460588
984.0,-3560.438099034554,4867315.695024756,72.18182196867407
985.0,-3559.440952426932,4867315.61638042,78.45203254421116
986.0,-3558.4429371712426,4867315.550186972,85.5667865879712
987.0,-3557.4443233898987,4867315.495729447,93.69314198976112
988.0,-3556.4452660477345,4867315.451623681,103.03651291600647
989.0,-3555.44587129708,4867315.416201856,113.85014932666333
990.0,-3554.446245114059,4867315.38779513,126.4400462331282
991.0,-3553.4464875451895,4867315.364815468,141.16800080396348
992.0,-3552.446648555941,4867315.346357352,158.44659843369737
993.0,-3551.446752959211,4867315.331858046,178.71375078078543
994.0,-3550.446825378217,4867315.320757405,202.36401655532737
995.0,-3549.4468889169484,4867315.312469116,229.66106275965288
996.0,-3548.4469529708363,4867315.306170818,260.7849949016477
997.0,-3547.447019665569,4867315.300914973,295.92103724694755
998.0,-3546.4470910601513,4867315.295752887,335.50999173369814
999.0,-3545.4471692135903,4867315.289735871,380.65598969425616
1000.0,-3544.4472561339376,4867315.281931546,433.2496001278388
1001.0,-3543.4473517216675,4867315.272082026,496.32390591362304
1002.0,-3542.447453063783,4867315.260829845,574.8199620175506
1003.0,-3541.4475570514505,4867315.248880201,677.0269282924818
1004.0,-3540.4476605758405,4867315.236938302,817.4084381962754
1005.0,-3539.447760528119,4867315.22570935,1023.1476524805958
1006.0,-3538.447853805267,4867315.215897941,1351.0553484589784
1007.0,-3537.4479436268707,4867315.207545553,1942.2285501472813
1008.0,-3536.448051589135,4867315.1987663545,3283.3750681848214
1009.0,-3535.4482026082806,4867315.187326305,8965.132963296815
1010.0,-3534.4484216000137,4867315.170991402,15937.352353764838
1011.0,-3533.4487216687266,4867315.148508714,4592.1914379247355
1012.0,-3532.4490735549693,4867315.122144075,2825.522218279411
1013.0,-3531.449438504926,4867315.094951938,2116.011500004686
1014.0,-3530.4497777647844,4867315.069986753,1737.2000637578228
1015.0,-3529.450062911565,4867315.049480425,1503.959511744305
1016.0,-3528.4503087501434,4867315.0322230505,1347.872514706528
1017.0,-3527.450541390224,4867315.016104634,1237.8940805752175
1018.0,-3526.4507869385616,4867314.999015404,1158.0235322593255
1019.0,-3525.4510637489275,4867314.9794452,1099.508968467166
1020.0,-3524.451365626436,4867314.957782433,1057.5123794037133
1021.0,-3523.451681528957,4867314.934790397,1029.2969526313946
1022.0,-3522.452000414358,4867314.911232384,1011.6036832776772
1023.0,-3521.452311240508,4867314.887871685,999.591373801883
1024.0,-3520.4526029652743,4867314.865471594,986.8167440328855
1025.0,-3519.4528691462456,4867314.844594073,965.5798044446047
1026.0,-3518.453139183919,4867314.824232242,931.5247328366272
1027.0,-3517.453459296486,4867314.80264311,890.3794852630984
1028.0,-3516.453875798999,4867314.778079447,854.3570509008589
1029.0,-3515.4544334153406,4867314.748852523,838.5961128099302
1030.0,-3514.455139977944,4867314.714629959,862.9188873291349
1031.0,-3513.455966263447,4867314.676441766,952.8034723187353
1032.0,-3512.456881424454,4867314.635377669,1152.2396171683167
1033.0,-3511.4578546932003,4867314.592526124,1565.3214613088892
1034.0,-3510.458870225406,4867314.54873891,2547.420229646697
1035.0,-3509.4599445582003,4867314.504354253,6828.643239140845
1036.0,-3508.4610984717665,4867314.459643084,10534.382880053874
1037.0,-3507.462352746289,4867314.414876334,2950.052314233904
1038.0,-3506.463720905762,4867314.370237989,1655.1173829453205
1039.0,-3505.465169340106,4867314.325347264,1100.1575128551497
1040.0,-3504.466645611482,4867314.279597774,802.428118835836
1041.0,-3503.468097232701,4867314.232382538,631.8716943169209
1042.0,-3502.46947171658,4867314.183094585,532.5617762624476
1043.0,-3501.4707165759296,4867314.131126936,475.1650335660592
1044.0,-3500.4717815980493,4867314.075895667,444.5852835694189
1045.0,-3499.47270965508,4867314.017760277,432.82904395962976
1046.0,-3498.473667309365,4867313.958333876,435.35933107144
1047.0,-3497.4748296742787,4867313.899316241,450.22082707936664
1048.0,-3496.4763718631984,4867313.842407149,477.9223589454182
1049.0,-3495.4784689895014,4867313.789306376,521.4498064178111
1050.0,-3494.481296166563,4867313.741713701,587.594019157513
1051.0,-3493.4849389357787,4867313.7004122315,691.0034080445854
1052.0,-3492.4887391010466,4867313.658573793,865.4195533734521
1053.0,-3491.4916702109995,4867313.605601547,1206.4984182028597
1054.0,-3490.4927031830275,4867313.530871725,2131.2347668078737
1055.0,-3489.490817594579,4867313.423853597,12720.953234806588
1056.0,-3488.486417625195,4867313.289321441,2932.411959298177
1057.0,-3487.4829043743725,4867313.164246513,1269.9735817686924
1058.0,-3486.4840577210934,4867313.089669427,795.0109838732094
1059.0,-3485.4936575443435,4867313.106630802,571.7481295949799
1060.0,-3484.5151012122988,4867313.252447454,443.0420653838847
1061.0,-3483.544972269886,4867313.498102604,359.9633321783415
1062.0,-3482.5739886098536,4867313.757476466,302.31252538174834
1063.0,-3481.592892055239,4867313.944517028,260.2449599647919
1064.0,-3480.599053700223,4867314.032626886,228.39735946467633
1065.0,-3479.5975631776764,4867314.064432355,203.60230766111263
1066.0,-3478.5939450269275,4867314.0864602,183.8612678889576
1067.0,-3477.593723787305,4867314.145237193,167.85088050356057
1068.0,-3476.6024133243764,4867314.287162293,154.66255210340114
1069.0,-3475.622083084848,4867314.517390321,143.65367934791377
1070.0,-3474.6464353311826,4867314.74088584,134.36313035270283
1071.0,-3473.6680559209353,4867314.849710289,126.46426782319134
1072.0,-3472.6838297593977,4867314.802822922,119.72323228618644
1073.0,-3471.6958324447683,4867314.639955752,113.96933044221467
1074.0,-3470.7064495126183,4867314.405663755,109.07630102326166
1075.0,-3469.718066498522,4867314.144501905,104.94961620354105
1076.0,-3468.7329362889445,4867313.898916156,101.51304741124498
1077.0,-3467.751456183849,4867313.681850062,98.70104295429574
1078.0,-3466.7726583898757,4867313.48454323,96.45712560775134
1079.0,-3465.7955434702735,4867313.297732166,94.73251471806073
1080.0,-3464.8191119882945,4867313.112153378,93.48475923007346
1081.0,-3463.842482782175,4867312.919387297,92.6764828875857
1082.0,-3462.865641890247,4867312.717202097,92.27712478043706
1083.0,-3461.88896133877,4867312.506120087,92.27763284145523
1084.0,-3460.912814917717,4867312.286676169,92.69691229822968
1085.0,-3459.937576417058,4867312.05940524,93.58327703850406
1086.0,-3458.9636196267643,4867311.824842199,95.01926800257648
1087.0,-3457.991318336807,4867311.583521944,97.10040012905908
1088.0,-3457.021045021777,4867311.33597893,99.87633027408057
1089.0,-3456.0529839944975,4867311.082684639,103.33116305277153
1090.0,-3455.086937389039,4867310.823982633,107.34659372281524
1091.0,-3454.1226609993146,4867310.560200958,111.65130033048989
1092.0,-3453.1599106192384,4867310.291667665,115.93339931805633
1093.0,-3452.1984420427225,4867310.018710805,120.01473345231747
1094.0,-3451.2380110636823,4867309.74165843,123.93814971220607
1095.0,-3450.2785029018655,4867309.4605512,127.87049917582894
1096.0,-3449.3204576446924,4867309.1739756595,131.89480201837335
1097.0,-3448.364622015312,4867308.880059526,135.95161266992488
1098.0,-3447.4117428154614,4867308.576930338,139.7841520174931
1099.0,-3446.462566846877,4867308.262715636,142.88711116129437
1100.0,-3445.51768207943,4867307.935993085,144.6725817921105
1101.0,-3444.576911354012,4867307.597508706,144.97579839274778
1102.0,-3443.639847410543,4867307.248660621,144.19484044079084
1103.0,-3442.7060829434768,4867306.8908470785,142.97564411444804
1104.0,-3441.7752106472644,4867306.52546633,141.8146072968122
1105.0,-3440.846871264301,4867306.15377004,141.01194571600269
1106.0,-3439.9210152610794,4867305.776064971,140.68095510712178
1107.0,-3438.997715962424,4867305.392283073,140.77298578525992
1108.0,-3438.0770470023836,4867305.002355354,141.18898088210946
1109.0,-3437.159082015011,4867304.606212816,141.8545462525874
1110.0,-3436.243894634355,4867304.203786466,142.72000609845452
1111.0,-3435.3315448195194,4867303.7950345725,143.76060518799278
1112.0,-3434.421893593107,4867303.380311993,144.97548495039752
1113.0,-3433.5146516906284,4867302.960273193,146.3702054089258
1114.0,-3432.6095261430405,4867302.535580024,147.94863449927934
1115.0,-3431.7062239812976,4867302.106894338,149.71291898701722
1116.0,-3430.804452236356,4867301.674877984,151.6634106200631
1117.0,-3429.9039179391702,4867301.240192814,153.7985067715873
1118.0,-3429.0043281206968,4867300.803500677,156.1145224763949
1119.0,-3428.1054653273904,4867300.365311188,158.60560130492476
1120.0,-3427.207870802181,4867299.924604445,161.26339162193796
1121.0,-3426.3125240469694,4867299.479477022,164.0766524770068
1122.0,-3425.420409876798,4867299.028014786,167.03062793240878
1123.0,-3424.5325131067084,4867298.568303603,170.1077249127375
1124.0,-3423.6497562215645,4867298.098577429,173.29023089286946
1125.0,-3422.772503618226,4867297.618396188,176.5601530735705
1126.0,-3421.9008255949634,4867297.128018563,179.90032344479272
1127.0,-3421.0347898108953,4867296.6277095005,183.30354078134243
1128.0,-3420.1744639251406,4867296.11773395,186.77648513928497
1129.0,-3419.3198529643305,4867295.598439527,190.33884583473693
1130.0,-3418.4702155298987,4867295.071159029,194.02557149588833
1131.0,-3417.624319813161,4867294.537872539,197.88702332165747
1132.0,-3416.7809254251733,4867294.000571454,201.97582620484044
1133.0,-3415.9387919769906,4867293.461247178,206.34182231488003
1134.0,-3415.0967621325026,4867292.921758824,211.03100734676252
1135.0,-3414.254593259473,4867292.382508555,216.08230763416944
1136.0,-3413.412609604491,4867291.842995603,221.5170761397158
1137.0,-3412.5711438703074,4867291.302705727,227.3414958158664
1138.0,-3411.730528759673,4867290.761124689,233.54825222195922
1139.0,-3410.891096975336,4867290.217738249,240.1149851158643
1140.0,-3410.053181220048,4867289.672032172,247.00309062071472
1141.0,-3409.217114196559,4867289.123492217,254.17031687934508
1142.0,-3408.3831998512005,4867288.571652599,261.5842668395924
1143.0,-3407.5515507551477,4867288.016369999,269.2188458680546
1144.0,-3406.7222013348032,4867287.457632772,277.0495815882175
1145.0,-3405.8951857848424,4867286.895429664,285.0515528540035
1146.0,-3405.0705382999377,4867286.3297494175,293.1915299326974
1147.0,-3404.24829300633,4867285.760580867,301.4168573597493
1148.0,-3403.428475077143,4867285.18792406,309.64876610062345
1149.0,-3402.6110919232,4867284.611801316,317.77510969630123
1150.0,-3401.79614886136,4867284.032237574,325.64635475146616
1151.0,-3400.983651208483,4867283.44925778,333.1081540804934
1152.0,-3400.173603970466,4867282.862887276,340.0332921209817
1153.0,-3399.3659244277396,4867282.273265592,346.34049825175623
1154.0,-3398.560322157337,4867281.680802596,352.013376952138
1155.0,-3397.7564766776463,4867281.08594728,357.1131006745469
1156.0,-3396.954067507056,4867280.489148635,361.7519790458477
1157.0,-3396.1527741847444,4867279.890855632,366.07452882337014
1158.0,-3395.3523316651817,4867279.291438176,370.2528807988914
1159.0,-3394.552650723773,4867278.691015393,374.4810052773628
1160.0,-3393.753676925094,4867278.089656771,378.9710814843871
1161.0,-3392.955355833725,4867277.487431806,383.9177419639112
1162.0,-3392.1576330142457,4867276.884409987,389.4699198911378
1163.0,-3391.360454031231,4867276.28066081,395.72238182575853
1164.0,-3390.5637644492626,4867275.676253768,402.7040847027975
1165.0,-3389.76758489337,4867275.0711631095,410.36614060240845
1166.0,-3388.9723131209284,4867274.464884563,418.6216318081003
1167.0,-3388.1784650776585,4867273.856763894,427.375512857662
1168.0,-3387.386556750604,4867273.246146811,436.5250560447828
1169.0,-3386.5971041268103,4867272.632379026,445.9611300379006
1170.0,-3385.8106007340193,4867272.014835352,455.570384967129
1171.0,-3385.0271003750377,4867271.393460346,465.23100133128656
1172.0,-3384.2462560021027,4867270.768717955,474.81214395178824
1173.0,-3383.467705903901,4867270.141091112,484.1782273688715
1174.0,-3382.6910883691207,4867269.51106276,493.17725079822463
1175.0,-3381.9160451164735,4867268.879111113,501.64085895441326
1176.0,-3381.142336438064,4867268.24555097,509.43571229563366
1177.0,-3380.369868619431,4867267.610495928,516.5021037735013
1178.0,-3379.5985569346453,4867266.974047201,522.859794474582
1179.0,-3378.8283166577735,4867266.336305992,528.6094119253878
1180.0,-3378.0590634343757,4867265.697373107,533.9232227969784
1181.0,-3377.290726408665,4867265.057334426,539.0007633009709
1182.0,-3376.523251733256,4867264.416257039,544.0511678832004
1183.0,-3375.7565866459813,4867263.774206833,549.292771866922
1184.0,-3374.9906783846686,4867263.131249697,554.9445739558364
1185.0,-3374.22547418715,4867262.487451524,561.2036739951985
1186.0,-3373.4609212912537,4867261.842878198,568.2397995180003
1187.0,-3372.6969671607612,4867261.197595339,576.190216605019
1188.0,-3371.9335886923986,4867260.551633265,585.1271221094142
1189.0,-3371.1708211078476,4867259.904952334,595.0364522904978
1190.0,-3370.4087064949945,4867259.257504675,605.8306653411438
1191.0,-3369.647286941728,4867258.609242412,617.3439000040429
1192.0,-3368.886604535935,4867257.960117671,629.3342592195957
1193.0,-3368.126701365505,4867257.310082581,641.5191155952798
1194.0,-3367.367619518323,4867256.6590892635,653.5776598553205
1195.0,-3366.6094025304224,4867256.007088288,665.1462346753514
1196.0,-3365.8521085641046,4867255.354014472,675.8302643339374
1197.0,-3365.0958042652446,4867254.699793493,685.2913121712811
1198.0,-3364.3405563838783,4867254.044350923,693.3258224746241
1199.0,-3363.586431670035,4867253.387612327,699.8990957263113
1200.0,-3362.833504283553,4867252.7294955,705.1667263648347
1201.0,-3362.081942915406,4867252.069818981,709.4813780988754
1202.0,-3361.3319814813203,4867251.408332838,713.2846952391006
1203.0,-3360.5838551913475,4867250.744785776,716.970581394221
1204.0,-3359.837799255537,4867250.078926504,720.8656460974425
1205.0,-3359.0940147489773,4867249.41054121,725.222311356707
1206.0,-3358.352286163362,4867248.739873546,730.2142605002128
1207.0,-3357.6121195342257,4867248.067472939,735.9564533477792
1208.0,-3356.873015800602,4867247.393894411,742.5337997637323
1209.0,-3356.134475901529,4867246.719692987,750.0060923296236
1210.0,-3355.396055341977,4867246.045362859,758.4353597078737
1211.0,-3354.657637706662,4867245.3710324755,767.9010554529866
1212.0,-3353.9192286195785,4867244.696694235,778.501581421323
1213.0,-3353.180833909231,4867244.022340306,790.3571906928556
1214.0,-3352.442459404129,4867243.347962862,803.6105693571933
1215.0,-3351.704110932779,4867242.673554069,818.4275965848603
1216.0,-3350.9657943236875,4867241.999106101,834.9773500531986
1217.0,-3350.2275300616466,4867241.324595347,853.3734515861563
1218.0,-3349.4895297546477,4867240.649792479,873.6559907261709
1219.0,-3348.7521389388653,4867239.974323998,895.7858145507403
1220.0,-3348.0157059123485,4867239.297813435,919.6460266076064
1221.0,-3347.2805789575445,4867238.619884339,945.0737284271272
1222.0,-3346.547027117335,4867237.940247694,971.9274869814807
1223.0,-3345.815055884907,4867237.258905287,1000.0963592546359
1224.0,-3345.0846160302367,4867236.575919294,1029.5046705144575
1225.0,-3344.355658323296,4867235.891351882,1060.1174471856336
1226.0,-3343.6281333012626,4867235.205265466,1091.886839124911
1227.0,-3342.9019265168895,4867234.517788413,1124.676025334532
1228.0,-3342.176769982171,4867233.829204949,1158.2473164820692
1229.0,-3341.4523735405423,4867233.139821801,1192.2537507889517
1230.0,-3340.728447035438,4867232.449945698,1226.234046036186
1231.0,-3340.0047012159694,4867231.759882411,1259.6333161138036
1232.0,-3339.2809634245805,4867231.069814751,1291.9877588231532
1233.0,-3338.5572913149285,4867230.379682642,1323.072328291978
1234.0,-3337.8337695501355,4867229.689397523,1352.979295024361
1235.0,-3337.110482793326,4867228.998870833,1382.1948281112032
1236.0,-3336.38751570762,4867228.308014008,1411.6510060203175
1237.0,-3335.664952956141,4867227.616738487,1442.485096797714
1238.0,-3334.9428792020126,4867226.924955711,1475.8200174720193
1239.0,-3334.221367488193,4867226.232589144,1512.6109927266173
1240.0,-3333.500372744604,4867225.539684525,1553.418951249006
1241.0,-3332.77978105319,4867224.846358858,1598.3116686877413
1242.0,-3332.059477637778,4867224.15273004,1647.0153744243553
1243.0,-3331.3393477221957,4867223.458915966,1699.015393690263
1244.0,-3330.6192765302694,4867222.7650345275,1754.3319611984973
1245.0,-3329.899149432448,4867222.071203474,1814.1305322047099
1246.0,-3329.1789279364907,4867221.377463505,1880.9902063167526
1247.0,-3328.4587740147235,4867220.683652466,1959.2956201683724
1248.0,-3327.738882242128,4867219.989575211,2055.350942255161
1249.0,-3327.019447193693,4867219.295036596,2175.804346131807
1250.0,-3326.3006615932804,4867218.599843314,2327.4658021503838
1251.0,-3325.5825880990205,4867217.9039314,2517.505935498239
1252.0,-3324.8650760103756,4867217.207449058,2753.370288109394
1253.0,-3324.147954826991,4867216.510564186,3044.172654859135
1254.0,-3323.4310540485135,4867215.813444677,3404.007658997874
1255.0,-3322.714207094756,4867215.11625454,3855.3569936646036
1256.0,-3321.997385464479,4867214.419020962,4435.7533643381075
1257.0,-3321.2807321564064,4867213.721601189,5212.078688777467
1258.0,-3320.564400872231,4867213.023841863,6313.743930982719
1259.0,-3319.848545313641,4867212.325589618,8021.280769423655
1260.0,-3319.133319182331,4867211.626691099,11061.850657067462
1261.0,-3318.418850397037,4867210.927019089,17999.426615875054
1262.0,-3317.7050873424423,4867210.226628441,48926.83526970766
1263.0,-3316.9919020534167,4867209.525651433,69497.05226574781
1264.0,-3316.2791662846275,4867208.82422062,20746.672234726404
1265.0,-3315.5667517907423,4867208.122468567,12475.152316074855
1266.0,-3314.854530326429,4867207.420527835,9125.23654668061
1267.0,-3314.142373646354,4867206.718530981,7345.2136490825105
1268.0,-3313.43015573064,4867206.016608206,6257.385407520764
1269.0,-3312.717861020774,4867205.314772423,5528.858656588539
1270.0,-3312.005633083351,4867204.612867604,5004.479390874961
1271.0,-3311.29362785153,4867203.910724584,4607.57216942293
1272.0,-3310.582001258473,4867203.208174202,4299.044265910254
1273.0,-3309.8708347844286,4867202.505125358,4058.467318355973
1274.0,-3309.1594909601536,4867201.802240769,3875.795515147215
1275.0,-3308.446929749301,4867201.100605234,3746.6941498911783
1276.0,-3307.732106690105,4867200.401308197,3668.638069251701
1277.0,-3307.0139773207948,4867199.705439099,3640.6381923681074
1278.0,-3306.291857304396,4867199.013712492,3662.8731047192364
1279.0,-3305.5666847033594,4867198.325153988,3736.928371355797
1280.0,-3304.839854254639,4867197.638313796,3865.9071039462174
1281.0,-3304.1127607204394,4867196.951742105,4054.3165815415114
1282.0,-3303.386784672896,4867196.264003855,4310.170002124475
1283.0,-3302.662595966582,4867195.574403057,4648.983499268359
1284.0,-3301.939836918627,4867194.883312256,5098.199709570416
1285.0,-3301.218069580286,4867194.191187464,5706.400308017033
1286.0,-3300.496856002812,4867193.498484691,6564.031285080625
1287.0,-3299.775758237461,4867192.805659948,7852.457377758726
1288.0,-3299.054338335489,4867192.113169251,9985.293538327496
1289.0,-3298.332158396672,4867191.421468555,14140.748104016957
1290.0,-3297.6089886132936,4867190.730797729,25452.762349954333
1291.0,-3296.885283502052,4867190.040685999,157186.93358901053
1292.0,-3296.1616380433197,4867189.350516721,36616.8928695296
1293.0,-3295.438647217471,4867188.659673254,16443.996960464487
1294.0,-3294.716906004881,4867187.967538957,10718.953751394354
1295.0,-3293.9969628441713,4867187.27354528,8046.477374910847
1296.0,-3293.278647934333,4867186.577865871,6506.765789685906
1297.0,-3292.561227186249,4867185.881257463,5500.691922648097
1298.0,-3291.8439513221633,4867185.1844925,4780.195580232742
1299.0,-3291.1260710643146,4867184.488343419,4229.84942320251
1300.0,-3290.406984858329,4867183.793430752,3794.549189629748
1301.0,-3289.686970971229,4867183.099470303,3446.2595117995666
1302.0,-3288.966632065724,4867182.405844304,3169.734237268683
1303.0,-3288.2465713157662,4867181.711934453,2955.6443929843613
1304.0,-3287.5273918106514,4867181.017122538,2796.0632450378766
1305.0,-3286.809502763667,4867180.320988904,2682.944405478971
1306.0,-3286.0927061151588,4867179.62373583,2608.033386248717
1307.0,-3285.3766852238177,4867178.925687047,2562.856237981076
1308.0,-3284.6611234483316,4867178.227166274,2537.9062166188974
1309.0,-3283.9457041473906,4867177.528497239,2522.3455802769427
1310.0,-3283.230110679684,4867176.830003667,2507.2025793071707
1311.0,-3282.514043787523,4867176.1319915205,2487.3579523900876
1312.0,-3281.7974854135696,4867175.434479419,2461.8759475965608
1313.0,-3281.080645289401,4867174.737253224,2433.8748837003454
1314.0,-3280.3637396991217,4867174.040092095,2408.661197831932
1315.0,-3279.646984926835,4867173.3427752,2390.9092277917716
1316.0,-3278.9305972566463,4867172.645081697,2383.886558445981
1317.0,-3278.2147929726593,4867171.946790751,2389.6619139574063
1318.0,-3277.499788180097,4867171.247681708,2409.3020688047077
1319.0,-3276.7856415637716,4867170.547694472,2442.899419641763
1320.0,-3276.0719657919462,4867169.847223857,2489.3852556616243
1321.0,-3275.3582950876307,4867169.14674469,2546.6165809149497
1322.0,-3274.6441636738314,4867168.446731793,2612.678700146877
1323.0,-3273.9291104567415,4867167.747655235,2686.3285681202565
1324.0,-3273.213135593777,4867167.049516577,2767.3384706715105
1325.0,-3272.4970833154644,4867166.351460037,2857.3270669653693
1326.0,-3271.781887979292,4867165.652538281,2960.7155170519527
1327.0,-3271.068483942754,4867164.951803982,3083.4224256468715
1328.0,-3270.3577630095474,4867164.248352992,3231.300469854653
1329.0,-3269.6496748383297,4867163.542237173,3409.7143864376453
1330.0,-3268.9432468341847,4867162.834444213,3622.610153461228
1331.0,-3268.2374678272613,4867162.126000951,3871.3250388799765
1332.0,-3267.5313267344595,4867161.417934128,4156.796223287871
1333.0,-3266.824085601609,4867160.710992643,4480.852962243728
1334.0,-3266.1158846317458,4867160.005032033,4847.506178765359
1335.0,-3265.4070401676813,4867159.299728666,5265.6630232855705
1336.0,-3264.697868552223,4867158.594758899,5751.855086996414
1337.0,-3263.9886861281816,4867157.889799092,6328.006823458349
1338.0,-3263.2798092383664,4867157.184525604,7021.247169680951
1339.0,-3262.571554225585,4867156.478614796,7866.440498520487
1340.0,-3261.8641256143883,4867155.771857329,8911.857858569248
1341.0,-3261.1572420541065,4867155.064540531,10223.88183693109
1342.0,-3260.450490256132,4867154.357086598,11891.654265642517
1343.0,-3259.7434569293036,4867153.649917726,14047.715082962433
1344.0,-3259.035730605762,4867152.943454248,16930.605971746685
1345.0,-3258.3270809885835,4867152.237930746,21047.278005945565
1346.0,-3257.617610199436,4867151.533241002,27682.130995418087
1347.0,-3256.907455972315,4867150.82924228,41126.30629662251
1348.0,-3256.1967560412163,4867150.125791848,88193.8411694759
1349.0,-3255.4856481908623,4867149.4227469815,287472.0849839577
1350.0,-3254.7742721467794,4867148.719965198,48713.72492472207
1351.0,-3254.0627701377844,4867148.017304334,25144.06065972611
1352.0,-3253.351284558207,4867147.314622246,16468.770226488232
1353.0,-3252.6399578023743,4867146.611776788,12124.02131152239
1354.0,-3251.928926187899,4867145.908631926,9618.294339460948
1355.0,-3251.2182191883057,4867145.205158998,8051.199439221894
1356.0,-3250.507775041601,4867144.501421034,7010.499215863738
1357.0,-3249.7975290552126,4867143.797484008,6280.404420012018
1358.0,-3249.0874165365676,4867143.093413894,5733.655518778355
1359.0,-3248.377372793093,4867142.389276669,5286.228371208802
1360.0,-3247.667333132214,4867141.685138305,4886.7083509665845
1361.0,-3246.9572341248677,4867140.981063487,4514.493647349849
1362.0,-3246.2470773696364,4867140.277050513,4168.239791783127
1363.0,-3245.5369595031907,4867139.573000643,3855.4989715385964
1364.0,-3244.826984700049,4867138.868807453,3585.1825645427466
1365.0,-3244.117257134725,4867138.164364509,3360.7078802620663
1366.0,-3243.4078809817383,4867137.459565383,3180.3855198942942
1367.0,-3242.6989604156033,4867136.754303647,3040.3492545850895
1368.0,-3241.9905971757034,4867136.048475351,2936.151356960091
1369.0,-3241.282764965048,4867135.342107157,2863.3914159465926
1370.0,-3240.575248777775,4867134.635418218,2817.6752971053975
1371.0,-3239.8678184631235,4867133.92864314,2794.624219185362
1372.0,-3239.160243870335,4867133.222016523,2791.008223510498
1373.0,-3238.452291133415,4867132.515776736,2804.8528699027283
1374.0,-3237.7436302442593,4867131.810259538,2835.4521306170086
1375.0,-3237.0338287086606,4867131.105904511,2884.5657974143974
1376.0,-3236.322449046755,4867130.403156286,2956.955914188516
1377.0,-3235.6090537786768,4867129.702459493,3060.1662642062233
1378.0,-3234.8932524154925,4867129.00421091,3205.816140493368
1379.0,-3234.17529124529,4867128.30815885,3412.3418893992757
1380.0,-3233.455874887706,4867127.613584882,3710.6536667143646
1381.0,-3232.735718050114,4867126.919760303,4156.836387459329
1382.0,-3232.0155354398826,4867126.225956408,4862.064680524721
1383.0,-3231.295978045208,4867125.531509729,6079.320435233824
1384.0,-3230.5770866474127,4867124.836381512,8547.403260782883
1385.0,-3229.8585625939254,4867124.140880506,15761.915210410833
1386.0,-3229.14010357917,4867123.445319201,230046.25045254815
1387.0,-3228.421407297569,4867122.75001009,16774.679087400797
1388.0,-3227.7021714435446,4867122.0552656595,7797.100924587019
1389.0,-3226.982093711521,4867121.361398404,4935.496489342209
1390.0,-3226.2609210201113,4867120.668669629,3509.4341014554034
1391.0,-3225.5389554574995,4867119.976763389,2641.045855437399
1392.0,-3224.8168493472353,4867119.284999566,2049.170548458791
